Genome,ERR11181229.sorted Relative Abundance (%),ERR11181230.sorted Relative Abundance (%),ERR11181231.sorted Relative Abundance (%),ERR11181232.sorted Relative Abundance (%),ERR11181233.sorted Relative Abundance (%),ERR11181234.sorted Relative Abundance (%),ERR11181235.sorted Relative Abundance (%),ERR11181236.sorted Relative Abundance (%),ERR11181237.sorted Relative Abundance (%),ERR11181238.sorted Relative Abundance (%),ERR11181239.sorted Relative Abundance (%),ERR11181240.sorted Relative Abundance (%),ERR11181241.sorted Relative Abundance (%),ERR11181242.sorted Relative Abundance (%),ERR11181243.sorted Relative Abundance (%),ERR11181244.sorted Relative Abundance (%),ERR11181245.sorted Relative Abundance (%),ERR11181246.sorted Relative Abundance (%),ERR11181247.sorted Relative Abundance (%),ERR11181248.sorted Relative Abundance (%),ERR11181249.sorted Relative Abundance (%),ERR11181250.sorted Relative Abundance (%),TotalAbundance
binning_output.220,0.018814147,0.0,0.03125105,0.01820528,0.018955847,0.029822445,0.030615292,0.026699359,0.023413088,0.018703066,0.0,0.03510105,0.03242122,0.014883255,0.026987245,0.033936195,0.04379347,0.021357663,0.023314299,0.026461734,0.029600557,0.0,0.504336262
binning_output.193,0.0,0.0,0.052322805,0.03845669,0.0,0.03694943,0.018408362,0.009060238,0.0,0.0,0.0,0.17050868,0.026099583,0.028665336,0.049433347,0.0,0.0526147,0.0,0.020739775,0.0,0.0,0.0,0.503258946
binning_output.180,0.017842483,0.0,0.039565384,0.016424315,0.02235633,0.019052526,0.041530423,0.0,0.026561758,0.038065333,0.0,0.0,0.04339897,0.00915385,0.019009072,0.036959514,0.021993851,0.03225206,0.030510202,0.024169683,0.06357467,0.0,0.5024204240000001
binning_output.195,0.025444096,0.0,0.028811574,0.037914015,0.027747186,0.030801777,0.022033501,0.015454513,0.013360669,0.0,0.0,0.07218707,0.030532029,0.043850526,0.07810996,0.0,0.016707988,0.0,0.022608345,0.01456157,0.014166762,0.0,0.4942915810000001
binning_output.235,0.02749349,0.038796198,0.019316468,0.019846424,0.023858178,0.011819298,0.0,0.014216332,0.0,0.023654921,0.0,0.015909957,0.015957275,0.08233487,0.011336326,0.0,0.03484912,0.016767468,0.024343958,0.03400365,0.01887932,0.05870621,0.492089463
binning_output.227,0.015527381,0.0,0.051322564,0.01741995,0.031606372,0.047346815,0.016147181,0.030864904,0.019273195,0.0,0.0,0.042234357,0.015924007,0.0110578025,0.032929134,0.0,0.08208221,0.02131257,0.03848863,0.016650185,0.0,0.0,0.49018725750000003
binning_output.244,0.0,0.08855813,0.0,0.0,0.0,0.0,0.08727046,0.0,0.0,0.054404486,0.0,0.0,0.046564654,0.012024693,0.012003121,0.052384656,0.027132206,0.0,0.0,0.0,0.068786696,0.033924807,0.483053909
binning_output.260,0.01859871,0.0,0.015843699,0.017875819,0.0,0.0152551485,0.021730477,0.01427473,0.013987292,0.027699886,0.016806835,0.032698616,0.020087356,0.013567925,0.015588426,0.028946796,0.02878838,0.029116541,0.015260367,0.019200834,0.08141079,0.035889618,0.48262824550000005
binning_output.177,0.0,0.0,0.02425702,0.04517975,0.029774334,0.03187543,0.01967726,0.019901868,0.016119752,0.0,0.0,0.06468973,0.028305123,0.01639223,0.13942783,0.0,0.0,0.0,0.026562274,0.018777456,0.0,0.0,0.480940057
binning_output.232,0.015215889,0.0,0.022697125,0.048762634,0.026527366,0.031141315,0.017192854,0.022242257,0.011734453,0.0,0.0,0.054899372,0.027719645,0.026944917,0.09354413,0.0,0.01538925,0.013982935,0.028212054,0.019306067,0.0,0.0,0.47551226300000005
binning_output.183,0.0,0.0,0.022381838,0.038858578,0.031629197,0.025416853,0.015798751,0.0212502,0.018456792,0.0,0.0,0.057934433,0.031912375,0.016593944,0.15037385,0.0,0.0,0.0,0.020950329,0.021179983,0.0,0.0,0.472737123
binning_output.246,0.06214111,0.03274204,0.03598159,0.015950931,0.051832803,0.0,0.0,0.0,0.0,0.019570818,0.0,0.0,0.0,0.034362335,0.0,0.0,0.0,0.0,0.025568973,0.039672703,0.08253862,0.06722372,0.467585643
binning_output.242,0.021160407,0.0,0.03405719,0.016678449,0.015601459,0.028625732,0.03086765,0.01693224,0.03307084,0.0289693,0.0,0.020420648,0.04346536,0.0119679,0.024831843,0.0,0.026368955,0.021644818,0.037126914,0.02712859,0.027633725,0.0,0.46655202000000007
binning_output.241,0.015192805,0.0,0.017117642,0.018494155,0.012983422,0.020845404,0.017202305,0.017071515,0.0,0.020001605,0.0,0.024982776,0.025970839,0.034597345,0.03545166,0.05433051,0.0,0.0,0.018367073,0.025061112,0.1026042,0.0,0.460274368
binning_output.259,0.0,0.0,0.024148904,0.015860813,0.015324345,0.033285033,0.021978116,0.03155161,0.015935019,0.014445976,0.0,0.048417345,0.045451336,0.009450976,0.027880097,0.065994754,0.0296925,0.02310134,0.01993882,0.016935902,0.0,0.0,0.45939288600000006
binning_output.215,0.027880281,0.0,0.020063087,0.02794758,0.013915815,0.012579475,0.04094477,0.0,0.0,0.022802813,0.0,0.025632018,0.016987782,0.04859615,0.018817924,0.0,0.02926154,0.0,0.017966682,0.0,0.13178006,0.0,0.455175977
binning_output.245,0.0,0.0,0.015536733,0.027937355,0.017775344,0.05178839,0.025108086,0.0729502,0.041544966,0.0,0.0,0.025833983,0.015881337,0.016497936,0.031609032,0.0,0.07347549,0.016168246,0.0118381055,0.010640999,0.0,0.0,0.4545862025
binning_output.256,0.02005413,0.051633596,0.017885046,0.019003456,0.017184358,0.015637591,0.016575586,0.013383173,0.0,0.021166712,0.0,0.037380688,0.022022977,0.029469319,0.023837829,0.0,0.023791261,0.020534823,0.015296575,0.01857112,0.0,0.06856551,0.45199374999999997
binning_output.267,0.022361333,0.0,0.0,0.039741088,0.0,0.02684654,0.030951263,0.035366345,0.01472689,0.02450385,0.0,0.049728636,0.020044139,0.012059306,0.020415818,0.0,0.057520397,0.0,0.012484141,0.01577136,0.017314646,0.04957766,0.44941341199999996
binning_output.200,0.014855845,0.0,0.0,0.057516787,0.022377275,0.014482591,0.0,0.06698829,0.0,0.0,0.0,0.084718145,0.014583795,0.06190884,0.06545985,0.0,0.028708065,0.0,0.0,0.013484184,0.0,0.0,0.44508366700000007
binning_output.219,0.0,0.0,0.041384485,0.0,0.019085247,0.0,0.025737934,0.0,0.0149672935,0.023323651,0.0,0.0,0.028972007,0.0,0.008455898,0.027011873,0.0,0.022939498,0.031173093,0.016185423,0.1852797,0.0,0.44451610249999995
binning_output.273,0.0,0.0,0.09070343,0.0,0.031607118,0.0,0.039826006,0.0,0.017151432,0.021259598,0.0154482145,0.0,0.0635635,0.0,0.0,0.023485076,0.0,0.015701998,0.051747512,0.011253249,0.026234228,0.032877445,0.4408588065
binning_output.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117595635,0.0,0.0,0.0,0.0,0.0,0.13467346,0.019423291,0.0,0.0,0.0,0.15626833,0.0,0.427960716
binning_output.270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11870764,0.0,0.0,0.0,0.0,0.0,0.12441014,0.0,0.0,0.0,0.0,0.18480459,0.0,0.42792237
binning_output.272,0.050042063,0.0,0.06273055,0.0,0.09448336,0.0,0.026160188,0.0,0.0,0.04108703,0.0,0.0,0.016646197,0.0,0.0,0.02928002,0.0,0.020691743,0.029144278,0.03606242,0.01980064,0.0,0.426128489
binning_output.240,0.016601874,0.0,0.01883384,0.015293445,0.0,0.016392915,0.01877563,0.0,0.03573977,0.10004892,0.0,0.0,0.022932151,0.0,0.012875218,0.0,0.0,0.036733866,0.01718313,0.019234018,0.09441737,0.0,0.42506214700000006
binning_output.225,0.029365964,0.0,0.02562234,0.016968906,0.026598342,0.0,0.0,0.016983593,0.0,0.02350023,0.0,0.0,0.012075716,0.1173827,0.0074125575,0.0,0.035548016,0.016134052,0.028060768,0.044327304,0.024251545,0.0,0.4242320335
binning_output.252,0.034024008,0.0,0.023595463,0.025090948,0.023938889,0.023676801,0.021401113,0.0,0.011527868,0.0,0.0,0.051317144,0.025640072,0.030844694,0.04343599,0.0,0.0,0.016293706,0.018600635,0.0109571405,0.0,0.061507452,0.42185192350000006
binning_output.234,0.0,0.0,0.019485667,0.046074644,0.021179108,0.023972487,0.0,0.031027302,0.010368912,0.0,0.0,0.08183521,0.019675244,0.015659565,0.09356233,0.0,0.023644123,0.0,0.019900074,0.01534757,0.0,0.0,0.421732236
binning_output.274,0.0,0.1392493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019505614,0.0,0.0,0.03480161,0.0,0.0,0.0,0.0,0.0,0.22799246,0.421548984
binning_output.248,0.0,0.0,0.02400493,0.0,0.0,0.0,0.03584907,0.0,0.0,0.017332299,0.03585865,0.0,0.026710894,0.0,0.010084387,0.16198121,0.0,0.0,0.016189003,0.0,0.088668145,0.0,0.416678588
binning_output.255,0.0,0.0,0.0,0.021996038,0.015299644,0.050085306,0.019793632,0.0872457,0.049710073,0.0,0.0,0.022678604,0.0,0.014093454,0.025294404,0.0,0.088981025,0.0,0.0,0.010544278,0.0,0.0,0.405722158
binning_output.222,0.063115634,0.0,0.01367748,0.08755544,0.013681828,0.0,0.0,0.010546629,0.0,0.0,0.0,0.023553086,0.0,0.11473782,0.020223945,0.0,0.036033206,0.0,0.0,0.018391427,0.0,0.0,0.40151649500000003
binning_output.266,0.040018696,0.0,0.019629672,0.025212187,0.0,0.012206469,0.0,0.0,0.0,0.018650161,0.0,0.049783297,0.024314355,0.0499249,0.03357203,0.062123753,0.031507626,0.0,0.015512229,0.010486799,0.0,0.0,0.39294217400000003
binning_output.263,0.0,0.0,0.029224344,0.0135641,0.021188455,0.01444141,0.0,0.01333323,0.0,0.018711695,0.0,0.01806295,0.02688381,0.0,0.016150674,0.0,0.01847443,0.0,0.017024646,0.01290029,0.07892262,0.08285566,0.381738314
binning_output.264,0.039078202,0.0,0.0229717,0.040341947,0.015054986,0.01938061,0.0,0.009088131,0.0,0.0,0.0,0.07871848,0.015451618,0.048868682,0.064482465,0.0,0.0,0.0,0.017669016,0.010034941,0.0,0.0,0.38114077799999996
binning_output.271,0.0,0.11344919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018580936,0.0,0.034238275,0.019815706,0.018568747,0.0,0.0136022745,0.0,0.15653333,0.3747884585
binning_output.238,0.024717841,0.0,0.019089295,0.013224117,0.015056205,0.0,0.0,0.0,0.0,0.031136293,0.0,0.0,0.019618645,0.13504839,0.0,0.04961581,0.0,0.023210507,0.0138062965,0.018709017,0.0,0.0,0.36323241649999993
binning_output.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35915715,0.0,0.35915715
binning_output.265,0.017003013,0.0,0.025363343,0.014111265,0.02373826,0.011519093,0.0,0.0,0.0,0.019322818,0.0,0.027746096,0.020746505,0.021663448,0.016339326,0.0,0.0,0.0,0.016264496,0.01829465,0.10469898,0.0,0.33681129299999996
binning_output.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447377,0.0,0.0,0.0,0.0,0.00851046,0.03839495,0.0,0.020501854,0.0,0.012303404,0.093717076,0.0,0.31816544399999996
