SampleID,Acinetobacter (G) 001,Aliarcobacter cryaerophilus_A (S) 002,Unclassified (U) 003,Acinetobacter (G) 004,Aliarcobacter (G) 006,Acinetobacter johnsonii (S) 009,Marinobacterium_E (G) 005,Comamonas (G) 007,Unclassified (U) 010,Amylibacter (G) 012,Unclassified Bacteria (D) 008,GCA-2402025 (F) 019,Microcella (G) 011,Pseudothioglobus sp902509905 (S) 016,Flavobacterium sp019105125 (S) 013,Opacimonas sp000155775 (S) 024,Unclassified Bacteria (D) 026,Marinobacterium_E (G) 014,Actinomarina (G) 020,Comamonas denitrificans_A (S) 021,MAG-120531 sp024643325 (S) 025,SCGC-AAA076-P13 (G) 022,Aquiluna (G) 018,Erythrobacter (G) 017,Unclassified Bacteria (D) 029,Erythrobacter (G) 023,Nitrosomonas (G) 042,Leucobacter (G) 015,Pseudothioglobus (G) 031,HIMB30 sp008087055 (S) 027,Aliarcobacter acticola (S) 032,Flavobacteriaceae (F) 034,D2472 (F) 035,Planktomarina sp002683685 (S) 037,Marinobacterium_E sp949499045 (S) 033,Aliarcobacter (G) 039,UBA9145 (G) 030,LGRT01 sp001642945 (S) 041,MAG-121220-bin8 sp905479415 (S) 036,Psychrobacter fulvigenes (S) 043,MAG-120531 (G) 045,Unclassified Bacteria (D) 038,Bacteroides_I (G) 051,Unclassified (U) 047,Acidovorax (G) 049,Marisimplicoccus (G) 055,Aeromonas (G) 050,Aeromonas caviae (S) 052,SCGC-AAA076-P13 (G) 062,HIMB59 (F) 066,Unclassified Bacteria (D) 060,SGZJ01 (G) 061,HIMB59 (F) 064,UBA9145 (G) 046,MED-G52 sp002682975 (S) 067,VMDJ01 (G) 044,Unclassified Bacteria (D) 068,UBA10364 (G) 057,Unclassified Bacteria (D) 040,Zoogloea (G) 070,Tolumonas auensis (S) 065,Aquabacterium (G) 063,Unclassified Bacteria (D) 071,MAG-120531 sp022239325 (S) 069,UBA10364 (G) 056,Prevotella (G) 048,Bacteroides_I graminisolvens (S) 058,Unclassified Bacteria (D) 059,Nitrosomonas (G) 089,Pararheinheimera tangshanensis (S) 072,Unclassified Bacteria (D) 075,UBA7446 sp024639165 (S) 081,Bacteroides_I graminisolvens (S) 053,EhC02 (G) 076,Thiopseudomonas (G) 073,Pseudomonadota (P) 074,M30B80 sp015693905 (S) 080,Aquabacterium sp017989885 (S) 087,EhC02 (G) 082,CAISIP01 (G) 101,UBA10364 (G) 077,HIMB11 (G) 095,Unclassified Bacteria (D) 083,Pseudotabrizicola (G) 085,Novosphingobium (G) 078,UBA3439 sp017859295 (S) 102,Unclassified Bacteria (D) 054,Draconibacterium (G) 126,Novosphingobium (G) 086,CAISIP01 (G) 148,Nereida sp024640765 (S) 091,M30B80 (G) 094,Thiomicrorhabdus (G) 096,Cloacibacterium (G) 084,Tepidimonas (G) 110,Lentibacter algarum (S) 098,Unclassified Bacteria (D) 117,UBA3478 (G) 079,HIMB11 (G) 105,Nereida sp024640765 (S) 097,Crocinitomicaceae (F) 099,GCA-2707915 sp913031395 (S) 109,SAR86 (O) 107,JALRJW01 (G) 113,Prevotella copri_B (S) 100,JALRJW01 (G) 121,Polaribacter sp947503855 (S) 090,Unclassified (U) 138,Halarcobacter (G) 123,Comamonas (G) 120,Gemmobacter_B (G) 088,Psychrobacter faecalis (S) 127,HIMB11 (G) 106,HIMB11 (G) 116,Unclassified Bacteria (D) 124,Cyclobacterium amurskyense (S) 225,Unclassified (U) 093,Unclassified (U) 143,RS62 (G) 103,Comamonas (G) 122,UBA3478 (G) 112,HIMB11 (G) 135,Microcella (G) 092,Luminiphilus (G) 142,UBA7441 (G) 141,Unclassified Bacteria (D) 128,MAG-120531 (G) 119,Phocaeicola (G) 108,Aliarcobacter (G) 131,Marinisomataceae (F) 160,Gammaproteobacteria (C) 152,D2472 (F) 155,HIMB11 (G) 137,Unclassified Bacteria (D) 166,Unclassified Bacteria (D) 278,Pararheinheimera (G) 133,Unclassified Bacteria (D) 173,Bacteria (D) 215,RS62 (G) 104,Phocaeicola (G) 125,Pelagibacter (G) 170,HTCC2207 sp002457245 (S) 156,Neisseria suis (S) 139,Halarcobacter (G) 146,Gemmobacter_B (G) 114,Pelagibacter (G) 177,Burkholderiales (O) 153,Zoogloea ramigera (S) 129,Unclassified Bacteria (D) 115,D2472 (G) 151,Flavobacteriaceae (F) 190,Giesbergeria (G) 145,Marinisoma (G) 165,Acinetobacter (G) 154,Flavobacterium (G) 111,UBA12202 sp024639485 (S) 149,Cereibacter_A (G) 201,Campylobacteria (C) 176,Pseudomonas_E (G) 186,Acinetobacter (G) 171,Erythrobacter (G) 134,Arenimonas (G) 167,JAFGUR01 (G) 172,MS024-2A (G) 191,HIMB59 (F) 147,Pontimonas (G) 118,Pararheinheimera (G) 210,Burkholderiaceae (F) 218,Planktomarina sp022425445 (S) 217,Pseudomonas_E (G) 132,Pseudomonas_E (G) 163,Flavobacteriaceae (F) 208,Flavobacteriaceae (F) 185,Thauera (G) 200,Thiopseudomonas (G) 184,Acinetobacter (G) 175,Lutibacter (G) 158,Acinetobacter (G) 203,GCA-2707915 (G) 162,GCA-002705445 (O) 179,MAG-121220-bin8 (G) 194,JANQLC01 (F) 204,Gammaproteobacteria (C) 241,Bacteria (D) 169,UBA1994 (G) 157,Pseudomonadota (P) 174,SW10 sp002323895 (S) 226,Bacteria (D) 206,RGAU01 sp030433075 (S) 214,Aeromonas (G) 246,Giesbergeria sp017987055 (S) 271,Stenotrophomonas (G) 183,Erythrobacter (G) 181,Unclassified Bacteria (D) 198,Unclassified Bacteria (D) 159,Thiopseudomonas (G) 207,UBA3478 sp016780435 (S) 188,GCA-002733105 (G) 235,Unclassified Bacteria (D) 168,BACL14 (G) 196,Erythrobacter (G) 150,Marinobacterium_E (G) 192,CTSOIL-112 sp017986195 (S) 233,Pseudomonadota (P) 187,Pontimonas (G) 130,UBA3478 (G) 178,JALQTR01 (G) 197,Pelagibacter (G) 255,Parasynechococcus (G) 237,UBA10364 sp030829675 (S) 219,Pararheinheimera (G) 247,Neisseria (G) 242,Unclassified Bacteria (D) 220,Flavobacteriaceae (F) 222,Escherichia coli (S) 244,Pseudomonadaceae (F) 229,GCA-002716945 (F) 230,Unclassified Bacteria (D) 248,Ichthyobacteriaceae (F) 269,GCA-002733105 (G) 202,Opacimonas (G) 180,Shewanella (G) 266,NORP309 (G) 275,MS024-2A (G) 205,Luminiphilus (G) 256,Pseudomonadaceae (F) 239,Unclassified Bacteria (D) 209,Unclassified Bacteria (D) 240,Bacteria (D) 253,Schleiferiaceae (F) 213,UBA9145 (G) 234,UBA1994 (G) 224,Trichococcus flocculiformis (S) 274,Unclassified Bacteria (D) 227,SAR86 (O) 268,Bacteria (D) 161,Gammaproteobacteria (C) 189,Aquiluna (G) 223,Pseudomonadota (P) 231,Bacteria (D) 140,Flavobacteriaceae (F) 267,Proteiniphilum (G) 265,Unclassified Bacteria (D) 315,MB11C04 (G) 279,JALRLI01 (G) 136,UBA8337 sp029253645 (S) 285,Bact-08 sp018053445 (S) 276,Unclassified (U) 298,DMER64 sp001512865 (S) 283,MS024-2A (G) 263,Luminiphilus (G) 272,Unclassified (U) 301,JAJRRL01 (F) 284,Unclassified (U) 305,Unclassified (U) 296,Succinivibrio sp000431835 (S) 280,Burkholderiaceae (F) 245,Unclassified Bacteria (D) 291,Aquiluna (G) 228,Unclassified Bacteria (D) 211,Unclassified (U) 303,Unclassified (U) 300,Unclassified Bacteria (D) 287,Unclassified Bacteria (D) 306,Unclassified (U) 304,UBA1275 (G) 199,Lishizhenia (G) 286,Succinivibrio (G) 216,Lishizhenia (G) 277,Unclassified (U) 299,JAEUWI01 (G) 314,Unclassified Bacteria (D) 308,Unclassified Bacteria (D) 264,Burkholderiaceae (F) 221,UBA8316 (G) 302,Lishizhenia (G) 294,Pseudomonadota (P) 310,Sulfurimonas (G) 289,CAJJDF01 (G) 195,UBA6165 (G) 236,Aquiluna (G) 251,Unclassified Bacteria (D) 282,Burkholderiaceae (F) 232,Flavobacteriaceae (F) 290,Pseudomonadota (P) 261,Lentimonas (G) 313,Pseudotabrizicola sp025458085 (S) 249,Algicoccus (G) 257,Luminiphilus (G) 281,Unclassified Bacteria (D) 259,RS62 (G) 293,Unclassified Bacteria (D) 243,Bacteroidota (P) 238,Unclassified (U) 250,Unclassified (U) 252,Pontimonas (G) 262,Allorhizobium (G) 312,Lentimonas (G) 295,Azotimanducaceae_A (F) 309,Unclassified Bacteria (D) 254,Unclassified Bacteria (D) 270,Unclassified Bacteria (D) 258,JALRLI01 (G) 212,Planktothricoides (G) 288,SAT41 (F) 260,CANHHI01 (F) 273
10_S15,1.415860232,2.584984203,1.324924191,0.428280387,1.9759776,0.153258484,0.532838234,0.919472591,-2.618625223,2.882082633,0.781566514,-2.618625223,-2.618625223,2.984157403,-0.190076361,-0.329139283,1.781380746,-2.618625223,2.520394427,-0.152544072,-0.973002539,2.682653435,-0.572775375,-0.474311816,2.641012443,-2.618625223,-0.447589486,-2.618625223,2.56953492,-2.618625223,1.387174946,1.61460462,2.445755391,2.195930494,-0.891921467,0.856828025,-0.116257701,2.219310456,2.371569045,-1.724366901,-2.618625223,-2.618625223,0.238211298,-2.618625223,-0.594690616,2.031268823,0.386486957,0.481124107,1.890630052,1.052410629,1.667785284,1.855655506,1.658722127,1.888548522,1.382329198,-2.618625223,0.393693302,1.13908631,-2.618625223,-0.798092544,-0.823189565,-0.443143592,2.053904003,-2.618625223,-0.088733957,-0.071423336,0.587463385,1.560524511,-2.618625223,0.654408382,0.29339185,1.647521777,0.421802903,-2.618625223,-1.650904173,0.26208074,-2.618625223,-0.877630449,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.100954111,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.206856818,-2.618625223,-0.95959491,-1.606144025,-1.116470716,-0.090120757,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.237217039,1.103159921,-1.131486794,-1.64506553,-1.06349623,-2.618625223,-0.177389203,-0.728368353,-1.265204971,-2.618625223,-2.046172421,-2.618625223,-2.618625223,-1.222383385,-2.618625223,-2.618625223,-0.250010249,-0.758697306,-1.511492304,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.676632839,-0.209340637,-2.618625223,-1.332536702,-0.490046572,0.437695852,-1.5223498,0.902512305,-2.618625223,0.408907227,-2.618625223,-0.224396984,0.439385448,-2.618625223,-2.618625223,-1.408911368,0.748640403,0.628448801,-2.618625223,-0.853341294,-2.618625223,0.44510331,-1.371726869,-1.816264557,-2.618625223,0.794107947,0.140574555,-1.373050831,0.764863044,-0.840432747,-1.427942943,0.845916546,-2.618625223,0.655456338,-0.94297932,-1.910801054,-2.618625223,-2.618625223,-0.101771323,1.208349246,-0.258655803,-2.618625223,-0.473196157,-1.201147148,0.667675302,-2.618625223,-1.054450559,-0.82534916,0.367557563,-2.618625223,-1.574054775,-1.120381049,-1.080454794,-2.618625223,0.419690002,0.26551552,0.533925987,0.357896675,-1.904773156,0.518690797,-0.469566883,-2.618625223,0.86931006,0.579598319,-2.618625223,-0.428510653,-1.695538821,-1.265912939,-2.618625223,0.08500962,0.335134939,-1.456836482,-0.882496998,-1.138725933,0.117051454,-0.035052646,-2.618625223,-1.086362465,-2.618625223,0.067371457,-2.618625223,-1.033632456,-2.618625223,0.513156458,-0.610542039,-1.353856502,-0.503411148,-0.15914985,-0.317827228,0.101111134,-2.060202255,-0.858152921,0.149072735,-0.724374906,-0.326168563,-2.618625223,-2.618625223,-0.614321789,-0.72441149,0.612689184,0.934733318,-0.602739692,-0.044251976,-0.404903727,-2.618625223,-0.450348501,1.065889237,0.221242975,-2.618625223,-1.328703721,-0.478972564,-2.618625223,-2.618625223,-2.618625223,-0.234921962,-2.618625223,-0.039666569,-1.107884251,-2.618625223,0.474609612,-2.618625223,1.079822009,-1.836167283,-2.618625223,-1.785379805,0.057734583,0.560652348,-2.618625223,-1.143329326,-2.618625223,-2.618625223,-1.551464921,-0.50396415,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.157301739,-2.618625223,-1.211869301,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.000340634,-2.618625223,0.516946611,-2.618625223,-2.618625223,-0.492514816,-0.192033156,-0.554745653,-2.618625223,-0.625593382,-2.618625223,-0.706364004,-0.919138834,-0.457990541,-2.618625223,-2.618625223,0.612196841,-0.917957363,-2.618625223,-2.618625223,-0.335923473,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.429821748,-0.590677007,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223
12_S16,-2.618625223,-1.999475539,0.817586941,-2.618625223,-2.05189145,-2.618625223,1.049943006,1.752295705,-2.618625223,-2.618625223,-2.618625223,3.188894575,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.034860571,-2.618625223,-2.618625223,2.421941081,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.411627535,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.068599064,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.689318242,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.433851634,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.511877902,-2.618625223,1.486109235,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.303215143,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.079280776,-2.618625223,-1.166691285,-2.618625223,-2.618625223,-1.777540315,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.288647116,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.87653945,-2.618625223,-2.618625223,-2.618625223,1.196427408,-2.618625223,-2.618625223,1.187381971,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.794231487,-2.618625223,-2.618625223,-0.671378404,-2.618625223,-2.618625223,-2.618625223,0.469610818,-2.618625223,-2.618625223,-2.618625223,-0.60435496,-2.618625223,-0.950043236,-2.618625223,-1.144938047,-2.618625223,-2.618625223,-0.787668573,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.847032833,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.063726716,-2.618625223,-2.618625223,-1.123850263,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.169391414,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.212518804,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.724585539,-0.344169019,-2.618625223,-2.618625223,-0.183521346,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.815218011,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.673556306,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.709956527,-2.618625223,-1.144517518,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.413937923,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.461038308,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.505673026,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.714366753,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223
13_S17,3.728093686,0.752506844,2.115547081,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.705234839,3.589781323,-0.478243324,-1.22491196,-2.618625223,-2.136846337,-2.618625223,0.397007601,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.14840907,-2.618625223,-2.618625223,-2.618625223,1.899658896,-2.618625223,2.749537671,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,2.036905077,-2.618625223,2.289817904,-0.930509624,-2.618625223,-1.225614066,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.337263112,-2.618625223,-1.6479937,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.864471481,-2.618625223,-2.618625223,-2.618625223,-2.226507882,1.75301532,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.596783474,1.561274042,-2.618625223,-2.618625223,-2.618625223,1.609595933,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.651789883,-0.73804307,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.483763056,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.227876408,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.765567798,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.241785856,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.000883507,-2.618625223,-1.093506539,-0.894675232,-2.618625223,-2.618625223,-2.618625223,-1.119560125,-2.618625223,-2.618625223,-1.702228613,-2.618625223,-0.130083687,-2.618625223,-2.618625223,-2.618625223,1.041127992,0.378523698,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.087374956,-2.618625223,-0.360518757,-2.618625223,-2.618625223,-2.618625223,-0.612013341,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.384792958,-2.618625223,-2.618625223,0.423904963,-2.618625223,-2.618625223,-0.708094287,-2.618625223,-2.618625223,-2.618625223,0.563153571,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.151223927,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.776179875,-2.618625223,-2.618625223,-1.194248164,-2.618625223,-2.618625223,-2.618625223,-1.041705108,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.138273201,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.409378766,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.416244354,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.453528463,0.817879994,-2.618625223,-2.618625223,-2.618625223,0.803544244,-2.618625223,0.794812635,0.794203071,-2.618625223,-1.506989766,0.793041916,-2.618625223,-2.618625223,0.788652301,0.788276296,-1.203311218,0.78621753,0.772121272,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.762099976,-1.308898822,0.760791546,-2.618625223,0.224930529,-2.618625223,-2.618625223,-0.561896072,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.151876191,-2.618625223,-0.919806103,-2.618625223,0.076493153,0.117551966,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.692840662,-2.618625223,-1.738447165,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223
14_S18,1.098955155,-1.497500945,-0.122238447,-2.618625223,-0.869408545,-2.618625223,3.375863824,-2.618625223,-2.618625223,1.832887835,-2.618625223,-2.618625223,-2.618625223,1.668283541,-2.618625223,2.10135912,0.83303118,2.797638011,1.822309836,-2.618625223,2.640467061,2.144683851,2.072315488,-2.618625223,1.852254969,-2.618625223,-2.618625223,-2.618625223,1.491408422,2.041412061,-0.354077277,1.503412695,1.657032486,1.592571241,2.267647503,-2.618625223,1.597372521,0.562427524,0.847112683,-2.618625223,1.984952942,-1.26163435,-0.252051113,-2.618625223,-2.618625223,0.494504808,-2.618625223,-2.618625223,0.97031703,0.877191325,0.400295483,0.353007433,0.728721942,0.732123954,0.185640075,0.173255705,-2.618625223,0.477109231,1.65534792,-2.618625223,-2.618625223,-2.618625223,0.685060608,0.775445545,0.616103709,1.560229404,-2.618625223,0.683314233,-2.618625223,-2.618625223,-2.618625223,-0.484555013,-2.618625223,-2.618625223,-2.618625223,0.383131549,-0.320305846,-2.618625223,-2.618625223,-2.618625223,1.129389709,-2.618625223,0.428942551,-2.618625223,-2.618625223,0.934224036,-2.618625223,-2.618625223,-2.618625223,-2.618625223,1.043280887,0.87732204,1.630196771,-2.618625223,-2.618625223,0.784905543,-2.618625223,0.109307171,-2.618625223,1.086642342,-2.618625223,-0.156901117,0.302378874,1.085571292,-2.618625223,0.812472319,-0.078230729,-2.618625223,-0.038772044,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.712885539,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.143189615,-2.618625223,0.040451828,-1.980089874,-2.618625223,1.116080757,-0.416072985,-2.618625223,1.279914545,-2.618625223,-2.618625223,0.268558851,-2.618625223,0.137878548,-2.0073519,-0.399296657,-2.618625223,-2.618625223,-0.474295706,-2.618625223,0.684144043,-2.618625223,-0.099825058,-1.288333507,-2.618625223,-0.177439548,-2.618625223,-0.186918931,-2.618625223,-2.618625223,0.560917718,0.106539426,-0.567256129,-2.618625223,-0.41876336,-2.618625223,-2.618625223,0.254607232,-2.618625223,-0.323904173,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-1.337579864,-0.385474979,-1.500417651,-1.503547313,-2.618625223,-2.618625223,0.194650382,-0.578707257,-2.618625223,-0.774679956,-0.494854919,-2.618625223,-2.618625223,-2.618625223,1.003668955,-2.618625223,-0.379976828,-0.741917322,-0.254223577,-0.611914648,-2.618625223,-0.097169143,-0.1129422,-2.618625223,-2.618625223,-0.145878675,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,0.066463039,-0.607992042,-2.618625223,0.649557902,-0.283383353,-0.515554736,-0.053780183,-2.618625223,-0.51871193,-2.618625223,-0.564180349,-0.656896299,-0.287958369,0.834000298,-0.477168951,-2.618625223,-1.024836896,-2.618625223,-0.7089238,0.046985371,-0.227157737,-2.618625223,-2.618625223,-0.819046291,-2.618625223,-0.748487569,0.259041961,0.711960326,-2.618625223,-0.910725325,-0.622199432,-1.140050334,-2.618625223,-0.711266033,-0.221711959,-2.618625223,-0.08949441,-1.238818872,-0.575715058,-2.618625223,-1.11038583,-1.251086975,-0.133959059,-2.618625223,0.036043217,-0.367290623,-0.512550809,-0.473651169,-2.618625223,-2.618625223,-2.429110682,-2.618625223,-1.015676623,-2.618625223,-2.618625223,-2.618625223,-0.933944881,-1.069693769,-2.618625223,-1.226921512,-2.618625223,-2.618625223,-2.618625223,-1.87621001,-2.618625223,-0.176391447,-0.632801341,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-0.28739336,-1.716666169,-0.328944765,-1.131863842,-2.618625223,-2.618625223,-2.618625223,-0.855863179,-2.618625223,-1.210228304,-1.32498798,-2.618625223,-0.943509163,-0.453398309,-0.460901744,-1.641575362,-0.198125278,-2.618625223,-0.896415381,-1.166240463,-1.281534565,-2.618625223,-2.618625223,-0.806023819,-0.501784376,0.685340238,-2.618625223,-1.67053251,-2.618625223,-2.618625223,-0.249508723,-2.618625223,-1.631095461,-1.463107155,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223,-2.618625223
